url_detalle,cargo_especifico,empresa_nombre,ubicacion_provincia,salario_mensual_base,experiencia_requerida,menciones_tecnologia,tipo_contrato,jornada,educacion_minima,modalidad
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-ventas-optica-gmo-real-plaza-centro-civico-en-rimac-031698F31B3F8DE961373E686DCF3405,Asesor de Ventas Optica GMO Real Plaza Centro Civico,"4,2EssilorLuxottica","Rimac, Lima",,1.0,3,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-ventas-optica-gmo-san-juan-de-lurigancho-en-san-juan-de-lurigancho-0B51A2BD3014205561373E686DCF3405,Asesor de Ventas Optica GMO San Juan de Lurigancho,"4,2EssilorLuxottica","San Juan De Lurigancho, Lima",,1.0,3,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-bilingue-atencion-al-cliente-en-radio-streaming-miraflores-en-miraflores-21A36319CF564E4461373E686DCF3405,Asesor Bilingüe / Atención al Cliente en Radio Streaming / Miraflores,"4,2Adecco Perú S.A.","Miraflores, Lima",1867.0,,4,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-semipresencial-asesor-de-atc-y-crosseling-sueldo-base-1300-comisiones-en-los-olivos-237870C06579366661373E686DCF3405,¡Trabaja Semipresencial! Asesor de ATC y crosseling/ Sueldo base 1300 + Comisiones,"4,2Entel Connect Center","Los Olivos, Lima",,,4,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Híbrido
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-5-dias-a-la-semana-asesor-de-atc-y-crosseling-con-planilla-completa-y-comisiones-en-entel-en-lima-41DD991C9F86857F61373E686DCF3405,¡Trabaja 5 días a la semana! Asesor de ATC y crosseling con planilla completa y comisiones en Entel,"4,2Entel Connect Center","Lima, Lima",,,4,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Híbrido
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-ventas-optica-gmo-plaza-san-miguel-en-san-miguel-8EFECEBE3A1510C961373E686DCF3405,Asesor de Ventas Optica GMO Plaza San Miguel,"4,2EssilorLuxottica","San Miguel, Lima",,1.0,3,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-ventas-movistarzona-en-sjlsueldo-1130-fijo-400planilla-y-bonos-capacitacion-1-dia-beneficios-de-ley-planillacon-o-sin-experiencia-en-san-juan-de-lurigancho-B63B6912251666D861373E686DCF3405,"Asesor de ventas Movistar/Zona en SJL/Sueldo 1,130 Fijo + 400/Planilla y bonos","3,1Digital Max","San Juan De Lurigancho, Lima",1530.0,,4,Contrato Intermitente,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-promotor-o-asesor-de-venta-ishop-con-o-sin-experiencia-planilla-completa-comisiones-planilla-completa-full-time-en-lima-EA92A875D860269661373E686DCF3405,Promotor o Asesor de Venta / Ishop / Con o Sin Experiencia / Planilla completa + Comisiones,"4,3Manpower","Lima, Lima",,,4,Contrato por Necesidades del Mercado,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-de-lunes-a-viernes-hasta-las-630-pm-asesor-de-oncosaludplanillabasico-variable-y-vale-en-santa-anita-7D332117ADD248B061373E686DCF3405,"Trabaja de Lunes a Viernes hasta las 6:30 pm/ Asesor de Oncosalud/Planilla/Básico, Variable y Vale",Grupo Expro,"Santa Anita, Lima",,,3,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-ventar-call-center-claro-peru-turnos-de-6-horas-y-8h-con-o-sin-exp-permanente-tu-bono-movilidad-s100bono-de-permanencia-s400-bono-de-bienvenida-s300-en-santa-anita-E2ABFF5852050F3D61373E686DCF3405,"Asesor de Ventar Call Center Claro Perú, Turnos de 6 horas y 8H Con o Sin exp","3,8Partner Service","Santa Anita, Lima",1330.0,,4,Contrato por Inicio o Incremento de Actividad,Parcial,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-call-center-claro-son-clientes-del-operador-impulsa-su-servicio-con-o-sin-exp-permanente-tu-bono-movilidad-s100bono-de-permanencia-s400-bono-de-bienvenida-s300-en-ate-5F275036A8C47D7B61373E686DCF3405,"Asesor Call Center Claro,  Son clientes del operador impulsa su servicio Con o Sin Exp","3,8Partner Service","Ate, Lima",1330.0,,4,Contrato por Inicio o Incremento de Actividad,Parcial,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-unete-a-movistar-en-independencia-asesor-de-ventas-movistarsueldo-fijo-pasaje-1530-sin-exp-con-o-sin-experiencia-planilla-desde-el-1er-diafirma-de-contrato-inmediatabeneficios-de-ley-en-independencia-08D469E16995363E61373E686DCF3405,"¡Únete a Movistar en Independencia! Asesor de ventas Movistar/Sueldo FIJO + Pasaje 1,530/ Sin exp","3,1Digital Max","Independencia, Lima",1530.0,,4,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-con-o-sin-exp-asesor-de-ventas-movistar-trabaja-en-san-juan-de-l-sueldo-1530-comisiones-capacitacion-1-dia-beneficios-de-ley-planillacon-o-sin-experiencia-en-san-juan-de-lurigancho-38A4E6C4F1C935DE61373E686DCF3405,"Con o sin exp/ Asesor de ventas Movistar/ Trabaja en San juan de L./ Sueldo 1,530 + Comisiones","3,1Digital Max","San Juan De Lurigancho, Lima",1530.0,,4,Contrato por Necesidades del Mercado,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-cross-sueldo-base-1230-mensuales-pagos-quincenales-comisiones-ilimitadas-presencial-capas-pagadas-sodexo-mensual-en-san-miguel-E6F7D8A48935D38461373E686DCF3405,Asesor Cross / Sueldo Base 1230  mensuales / pagos quincenales / comisiones ilimitadas,Importante empresa del sector,"San Miguel, Lima",,,3,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Híbrido
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-banco-ripley-asesor-financiero-call-center-llamadas-entrantes-sueldo-1300-firma-contrato-en-11-dias-ingreso-directo-sin-ojt-lima-en-lima-0DCF92533A0379E961373E686DCF3405,"Banco Ripley Asesor Financiero (call center, llamadas entrantes) / Sueldo 1300","4,3Manpower","Lima, Lima",,,4,Contrato por Necesidades del Mercado,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-comercial-abordaje-en-piso-planilla-directa-auna-t-de-alimentos-modalidad-hibrida-planilla-completa-beneficios-corporativos-en-san-isidro-D6AD17ED5FF8506261373E686DCF3405,Asesor Comercial (Abordaje en piso) / Planilla directa AUNA +T. de alimentos,"4,4Grupo AUNA","San Isidro, Lima",,,3,Contrato por Inicio o Incremento de Actividad,Completa,técnico,Híbrido
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-ventas-corporativas-b2b-planilla-directa-auna-comisiones-t-alimentacion-modalidad-hibrida-planilla-completa-beneficios-corporativos-en-san-isidro-2BF7D3CD7A168D3D61373E686DCF3405,Asesor de Ventas Corporativas B2B / Planilla Directa AUNA + Comisiones + T. Alimentación,"4,4Grupo AUNA","San Isidro, Lima",,,3,Contrato por Inicio o Incremento de Actividad,Completa,técnico,Híbrido
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-planilla-completa-asesor-de-ventas-scotiabank-gana-mas-de-1300-call-center-ventas-descansa-fin-de-semana-comisiones-ilimitadas-incentivos-en-lima-9FEFEBDBE2352BC461373E686DCF3405,Planilla Completa Asesor de ventas Scotiabank / Gana más de  1300 / Call Center Ventas,"4,3Salesland Pacífico","Lima, Lima",1300.0,,3,Contrato por Obra Determinada o Servicio Específico,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-s-c-o-t-i-a-b-a-n-k-asesor-de-ventas-planilla-completa-comisiones-ilimitadas-call-center-descansa-fin-de-semana-comisiones-ilimitadas-incentivos-en-lima-295EB2C27289556961373E686DCF3405,S C O T I  A B A N K  Asesor de ventas / Planilla completa + Comisiones ilimitadas / Call center,"4,3Salesland Pacífico","Lima, Lima",1200.0,,3,Contrato por Obra Determinada o Servicio Específico,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-con-scotiabank-asesor-de-ventas-planilla-completa-gana-mas-de-1800-call-center-descansa-fin-de-semana-en-lima-D2CA336E7072194561373E686DCF3405,Trabaja con Scotiabank / Asesor de ventas Planilla Completa Gana más de 1800 / Call Center,"4,3Salesland Pacífico","Lima, Lima",1200.0,,3,Contrato por Obra Determinada o Servicio Específico,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-ventas-entel-descansa-sabado-o-domingo-planilla-completa-sueldo-fijo-comisiones-planilla-completabeneficios-de-ley-desde-1er-dia-muchos-bonos-en-san-isidro-B0DDEF3DF1634F4361373E686DCF3405,Asesor de Ventas Entel / Descansa Sábado o Domingo / Planilla Completa + Sueldo Fijo + Comisiones,Eurofirms Perú,"San Isidro, Lima",,,3,Contrato por Necesidades del Mercado,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-call-center-portabilidad-trabajo-remoto-medio-tiempo-lima-y-provincias-en-san-juan-de-lurigancho-7A65ABB59C44CEEE61373E686DCF3405,Asesor call center portabilidad – Trabajo Remoto Medio Tiempo,Importante empresa del sector,"San Juan De Lurigancho, Lima",565.0,,4,Contrato por Inicio o Incremento de Actividad,Parcial,educación secundaria,Remoto
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-s1200-atiende-a-clientes-vippremium-asesor-de-atencion-personalizada-turno-tarde--400-de-bono-planilla-completacapacitaciones-pagadas-en-lima-C6F987DA21F3560D61373E686DCF3405,S/1200  Atiende a clientes Vip/Premium  Asesor de atención personalizada Turno tarde  + 400 de bono,"4,3Konecta","Lima, Lima",1200.0,,4,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-comercial-campo-rubro-ferreteria-basico-comisiones-ilimitadas-35k-linea-de-carrera-en-la-victoria-305E1B1ECCF3045D61373E686DCF3405,"Asesor Comercial, campo / Rubro Ferreteria / Básico + Comisiones ilimitadas +3.5k",Grupo Expro,"La Victoria, Lima",1130.0,1.0,3,Contrato a Plazo Indeterminado,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-campo-movistarzonal-los-olivos-comassueldo-fijo-s1430-movilidad-comisiones-bonos-linea-de-carreaplanilla-desde-el-1er-diacapacitacion-gratis-en-los-olivos-5D9D282A2828D7B261373E686DCF3405,"Asesor de Campo Movistar/Zonal Los Olivos, Comas/Sueldo Fijo s/1,430 Movilidad + Comisiones + Bonos","3,1Digital Max","Los Olivos, Lima",1500.0,,4,Contrato por Necesidades del Mercado,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-ventas-campo-lima-norte-planilla-s1560-comisiones-bonos-movilidad-planilla-primer-dia-s1560-comisiones-con-o-sin-experiencia-en-san-martin-de-porres-FBB6541F5570AA6361373E686DCF3405,"Asesor de ventas campo Lima Norte / Planilla s/1,560 + Comisiones + Bonos + Movilidad","3,1Digital Max","San Martin De Porres, Lima",1560.0,,4,Contrato por Necesidades del Mercado,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-venta-digital--san-isidro-gana-en-dolares-experiencia-en-eafc-en-san-isidro-A3A0CEE23D4700E061373E686DCF3405,Asesor de venta digital   San Isidro  gana en dólares,"4,4Pandero SA EAFC","San Isidro, Lima",,1.0,4,Contrato por Reconversion Empresarial,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-campo-movistarzonal-lima-nortesueldo-fijo-s1530-movilidad-comisiones-bonos-linea-de-carreaplanillacapacitacion-gratis-en-los-olivos-649BF182A4E17C9061373E686DCF3405,"Asesor de Campo Movistar/Zonal Lima norte/Sueldo Fijo s/1,530 Movilidad + Comisiones + Bonos","3,1Digital Max","Los Olivos, Lima",1500.0,,4,Contrato por Necesidades del Mercado,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-movistar-asesor-ventas-campo-planilla-1er-dia-s-pago-1560-sede-brenapagos-quincenales-planilla-desde-el-1er-dia-de-trabajo-en-brena-AA95464E468E0A2761373E686DCF3405,"Movistar / Asesor ventas campo / Planilla 1er día s/ Pago 1,560 / Sede Breña/Pagos Quincenales","3,1Digital Max","Breña, Lima",1560.0,,4,Contrato por Necesidades del Mercado,Completa,educación primaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-campo-movistar-zonal-centro-norte-y-sursueldo-fijo-s1537-movilidad-comisiones-planilla-desde-el-1er-dia-de-trabajocon-o-sin-experiencia-en-lima-848BC60D41911B8D61373E686DCF3405,"Asesor de Campo Movistar /Zonal Centro, Norte y Sur/Sueldo Fijo s/1,537 Movilidad + Comisiones","3,1Digital Max","Lima, Lima",1500.0,,4,Contrato por Necesidades del Mercado,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-mall-de-comas-asesor-de-call-center-gana-mas-de-s1600-consin-experiencia-en-call-center-en-comas-B7C4C82325F35A7E61373E686DCF3405,Mall de Comas / Asesor de Call Center / Gana más de s/1600,"3,4GEA Internacional","Comas, Lima",1130.0,,3,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-consultor-de-ventas-medio-tiempo-manana-materiales-y-pinturas-promart-salaverry-y-brasil-rango-de-700am-a-230pm-realiza-4-horas-45-minutos-medio-tiempo-promart-jesus-maria-y-brena-en-jesus-maria-4E6222FE9EAEDCB161373E686DCF3405,Consultor de Ventas Medio Tiempo Mañana (Materiales y Pinturas) Promart Salaverry y Brasil,Grupo Intercorp,"Jesus Maria, Lima",580.0,,3,Contrato por Inicio o Incremento de Actividad,Parcial,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-comercial-consin-experiencia-trabajo-en-oficina-miraflores-en-miraflores-3E4C89191BD08A8461373E686DCF3405,Asesor de comercial con/sin experiencia Trabajo en Oficina / Miraflores.,BEAUTY SCIENCE S.A.C.,"Miraflores, Lima",1500.0,,4,Contrato a Plazo Indeterminado,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-y-estudia-canal-escrito-asesor-de-call-center-firma-contrato-en-ojt-turno-tarde-san-isidro-gana-mas-de-s600-comisiones-ilimitadas-en-la-molina-BB48D10D452FC28A61373E686DCF3405,Trabaja y Estudia / Canal Escrito / Asesor de Call Center / Firma Contrato en OJT / Turno Tarde,"4,2Concentrix","La Molina, Lima",,,3,Contrato por Necesidades del Mercado,Parcial,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-te-capacitamos-de-cero-atencion-al-cliente-gana-s1600-asesor-de-call-center-turno-tarde-independencia-bono-de-movilidad-sueldo-fijo-comisiones-ilimitadas-en-comas-D7EFA9E8F5CD2BA561373E686DCF3405,Te Capacitamos de Cero/ Atención al Cliente/ Gana S/1600 / Asesor de Call Center / Turno Tarde,"4,2Concentrix","Comas, Lima",,,3,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-negocios-hipotecarios-san-isidro-en-san-isidro-51E385CB5C654F4F61373E686DCF3405,Asesor de Negocios Hipotecarios  San Isidro,"4,4CAJA TRUJILLO","San Isidro, Lima",,1.0,4,Contrato a Plazo Indeterminado,Completa,técnico,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-home-office-call-center-planilla-comisiones-top-semanales-s3000-en-lima-A0721D012549A24E61373E686DCF3405,Asesor Home Office – Call Center/ Planilla,HIROPHONE,"Lima, Lima",,,4,Contrato de Emergencia,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-lince-asesor-de-venta-de-seguros-financieros-l-a-v-de-9am-a-6pm-a-sabado-9am-a-3pm-sueldo-s1130-comisiones-bonos-en-lima-292351C9BB1457E161373E686DCF3405,Lince / Asesor de Venta de Seguros Financieros / L a V de 9am a 6pm  a Sábado  9am a 3pm,Eurofirms Perú,"Lima, Lima",1130.0,,3,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-comercial-totalizados-con-o-sin-experiencia-planilla-completa-comisiones-planilla-completa-disponibilidad-inmediata-en-lima-B5D50765CBFA96FF61373E686DCF3405,Asesor de Comercial  Totalizados Con o sin experiencia/ Planilla Completa / Comisiones,Importante empresa del sector,"Lima, Lima",,,3,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesora-de-telemarketing-banco-de-credito-del-peru-en-lima-en-santiago-de-surco-EB3C1D6D4028585A61373E686DCF3405,Asesor/a de Telemarketing Banco de Crédito del Perú en Lima,"4,2Adecco Perú S.A.","Santiago De Surco, Lima",,,4,Contrato a Plazo Indeterminado,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-urgente-asesor-ventas-y-atencion-al-cliente-comisiones-ilimitadas-planilla-completa-comisiones-ilimitadas-en-chaclacayo-3E7FA35A958737B661373E686DCF3405,Urgente! Asesor Ventas y Atención al cliente/ Comisiones Ilimitadas,"4,2Aadaru","Chaclacayo, Lima",1130.0,,4,Contrato por Necesidades del Mercado,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesora-de-belleza-multifuncional-tiendas-aruma-jardines-san-juan-de-lurigancho-tienda-aruma-san-juan-de-lurigancho-en-san-juan-de-lurigancho-77D8F0126274012B61373E686DCF3405,"Asesor/a de Belleza Multifuncional Tiendas Aruma Jardines, San Juan de Lurigancho","4,4Tiendas Aruma","San Juan De Lurigancho, Lima",,1.0,3,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesora-de-belleza-part-time-tienda-aruma-mall-aventura-santa-anita-tienda-aruma-santa-anita-en-santa-anita-DFAA7E4964CE037F61373E686DCF3405,Asesor/a de Belleza Part Time Tienda Aruma  Mall Aventura Santa Anita,"4,4Tiendas Aruma","Santa Anita, Lima",,1.0,3,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesora-de-belleza-tienda-aruma-jockey-plaza-surco-en-surco-F47AB192538C384461373E686DCF3405,Asesor/a de Belleza Tienda Aruma Jockey Plaza,"4,4Tiendas Aruma","Surco, Lima",,1.0,3,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesora-de-belleza-tienda-aruma-villa-maria-del-triunfo-lima-en-villa-maria-del-triunfo-66A22B7D278F4CD961373E686DCF3405,Asesor/a de belleza Tienda Aruma Villa Maria del Triunfo,"4,4Tiendas Aruma","Villa Maria Del Triunfo, Lima",,1.0,3,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-solo-6hrs-horario-de-oficina-asesor-de-ventas-migraciones-de-pre-a-post-presencial-migraciones-km-en-lima-C0721DB5DF3FB9BD61373E686DCF3405,¡Trabaja solo 6hrs! Horario de oficina / Asesor de ventas migraciones de pre a post,"4,2Entel Connect Center","Lima, Lima",1130.0,,3,Contrato a Plazo Indeterminado,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-descansa-2-dias-a-la-semana-trabaja-2-semanas-remoto-y-2-semanas-presencial-asesor-de-retenciones-entel-chile-en-lima-D48145128C2F14D961373E686DCF3405,Descansa 2 días a la semana/ Trabaja 2 semanas remoto y 2 semanas presencial/  Asesor de retenciones,"4,2Entel Connect Center","Lima, Lima",,,4,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Híbrido
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-ventas-full-time-plaza-norte-lima-en-lima-048A707A7518A36161373E686DCF3405,Asesor de ventas Full Time/ Plaza Norte,"4,5SAN ROQUE","Lima, Lima",,,4,Contrato por Necesidades del Mercado,Parcial,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-ventas-inmobiliario-en-santiago-de-surco-355B6FA6283BA58C61373E686DCF3405,Asesor de Ventas (Inmobiliario),"4,2Adecco Perú S.A.","Santiago De Surco, Lima",,,4,Contrato a Plazo Indeterminado,Completa,técnico,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-ventas-lima-sur-y-lima-este-jockey-plaza-mall-santa-anita-real-plaza-puruchuco-tienda-el-john-holden-en-ate-48D8D6769250086B61373E686DCF3405,"Asesor de ventas / Lima Sur y Lima Este: Jockey Plaza, Mall Santa Anita, Real Plaza Puruchuco",Importante empresa del sector,"Ate, Lima",,,4,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-ventas-call-center-sin-experiencia-trabaja-solo-de-lunes-a-viernes-gana-de-s-1130-a-s1300-mas-comisiones-en-san-borja-B05A1817F42DDAEC61373E686DCF3405,Asesor de Ventas Call Center Sin Experiencia / Trabaja solo de Lunes a Viernes,GEMINIS EIRL,"San Borja, Lima",1130.0,,4,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-solo-de-lunes-a-viernes-asesor-de-ventas-call-center-con-experiencia-gana-de-1200-a-2000-mas-comisiones-ilimitadas-en-san-borja-C8ED52E761DB5B0B61373E686DCF3405,Trabaja solo de Lunes a Viernes / Asesor de Ventas Call Center Con Experiencia,GEMINIS EIRL,"San Borja, Lima",,1.0,4,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-venta-mall-santa-anita-real-plaza-puruchuco-win-fijo-comisiones-ilimitadas-bono-en-el-agustino-9FE6FA55C0C32D6061373E686DCF3405,"Asesor de Venta / Mall Santa Anita, Real Plaza Puruchuco","4,3Grupo Tawa","El Agustino, Lima",1130.0,,4,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-solo-en-atencion-al-cliente-mediante-call-center-con-descanso-domingo-fijo-planilla-completa-gana-s1400-de-manera-fija-como-asesor-en-san-juan-de-lurigancho-887BF8A5850E7AAD61373E686DCF3405,Trabaja solo en Atención al Cliente mediante Call Center con Descanso Domingo Fijo!,"4,2Entel Connect Center","San Juan De Lurigancho, Lima",,,4,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-universal-cajero-bancario-bbva-surco-san-borja-surquillo-san-luis-miraflores-en-santiago-de-surco-C8B5FD9D7FB4969461373E686DCF3405,Asesor Universal / Cajero Bancario BBVA / Surco / San Borja / Surquillo / San Luis / Miraflores,TRUST CONSULTING,"Santiago De Surco, Lima",,1.0,3,Contrato por Inicio o Incremento de Actividad,Completa,técnico,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-desde-casa-asesor-crosselling-full-time-tarde-modalidad-remota-sueldo-fijo-bonosincentivoscomisiones-sin-topeplanilla-completa-y-mas-beneficios-en-san-juan-de-lurigancho-3D31B07F025A3BA461373E686DCF3405,Trabaja desde CASA/ Asesor Crosselling/ Full Time Tarde/ Modalidad remota,"4,3Konecta","San Juan De Lurigancho, Lima",,,4,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Remoto
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-descansa-sabado-y-domingo-de-manera-fija-como-asesor-en-atencion-al-cliente-mediante-call-center-salario-s1130-planilla-completa-en-san-martin-de-porres-DCC4D8632EE2FB6D61373E686DCF3405,Descansa Sábado y Domingo de manera fija!! Como Asesor en Atención al Cliente mediante Call Center,"4,2Entel Connect Center","San Martin De Porres, Lima",,,4,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-call-center-asesor-ventaslunes-a-viernes-en-plaza-norte-comisiones-ilimitadas-en-independencia-683D4FB6B6E5E2CB61373E686DCF3405,Call Center Asesor Ventas/Lunes a Viernes en Plaza Norte,"4,1Nexxo Servicios Comerciales","Independencia, Lima",,,4,Contrato por Necesidades del Mercado,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-solo-36-horas-como-asesor-en-atencion-al-cliente-mediante-call-center-salario-s1130-planilla-completa-descanso-fijo-sabado-y-domingo-en-lima-C8B759822117D1B961373E686DCF3405,Trabaja solo 36 horas como Asesor en Atención al Cliente mediante Call Center,"4,2Entel Connect Center","Lima, Lima",,,4,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-atencion-al-cliente-trabaja-de-10-am-a-7-pm-sin-experiencia-capacitaciones-pagadas-full-time-o-semi-full-en-lima-172090EB7D3706D161373E686DCF3405,Asesor Atención al Cliente / Trabaja de 10 am a 7 pm / Sin Experiencia,"3,8Partner Service","Lima, Lima",1200.0,,4,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-ventas-part-time-boulevard-de-asia-casaideas-en-asia-1BA32C69A253C3D161373E686DCF3405,Asesor de ventas Part Time/ Boulevard de Asia,"4,3Casaideas","Asia, Lima",,,4,Contrato por Necesidades del Mercado,Completa,educación secundaria,Presencial
